0.000000 9.031605 18.753885 20.176972 19.219688 9.168000 9.985664 21.371629 6.211923 10.985094 6.228658 16.526707 19.968169 8.641675 19.033278 23.318231 14.012906 13.084412 7.142596 15.696784 14.149632
0.010000 9.033545 18.758495 20.166480 19.205577 9.172203 9.982834 21.368417 6.218847 10.994676 6.232156 16.524741 19.969896 8.634669 19.029106 23.324759 14.010821 13.086113 7.148904 15.698368 14.150342
0.020000 9.039264 18.772101 20.135780 19.164492 9.184088 9.974983 21.359145 6.238990 11.023904 6.242086 16.518150 19.974186 8.614771 19.017780 23.343543 14.004878 13.090832 7.166292 15.702589 14.152064
0.030000 9.048483 18.793809 20.086959 19.100189 9.201380 9.963853 21.344932 6.270285 11.074189 6.256743 16.505073 19.978774 8.585324 19.002380 23.372416 13.996052 13.097515 7.190743 15.707682 14.153542
0.040000 9.060793 18.821551 20.023007 19.018897 9.220167 9.951914 21.327615 6.308901 11.147598 6.273301 16.483122 19.981152 8.551622 18.986771 23.408474 13.985864 13.104732 7.217149 15.710375 14.152683
0.050000 9.075612 18.851796 19.947778 18.929074 9.235204 9.941919 21.309482 6.349321 11.245957 6.288076 16.450323 19.980040 8.520066 18.974570 23.448813 13.975861 13.111171 7.240731 15.705945 14.146772
0.060000 9.092113 18.879860 19.866423 18.840729 9.240850 9.936436 21.292894 6.385182 11.369410 6.297145 16.406155 19.976410 8.496884 18.968653 23.491118 13.966786 13.116121 7.257929 15.688913 14.133004
0.070000 9.109307 18.900800 19.785658 18.764054 9.232394 9.937391 21.280125 6.410633 11.515212 6.297139 16.352344 19.973255 8.487022 18.971155 23.534062 13.958097 13.119646 7.266695 15.654259 14.109223
0.080000 9.126318 18.910524 19.713088 18.707450 9.207212 9.945810 21.273529 6.421476 11.677649 6.285866 16.293017 19.974024 8.493873 18.983535 23.577722 13.948406 13.122354 7.266422 15.598818 14.074541
0.090000 9.142699 18.906701 19.655595 18.675499 9.165263 9.961989 21.275611 6.415515 11.849085 6.262636 16.233966 19.980786 8.519787 19.006290 23.623791 13.936813 13.125024 7.257775 15.522478 14.029585
0.100000 9.158525 18.889272 19.617749 18.667812 9.108796 9.986051 21.288577 6.392231 12.021329 6.228347 16.181034 19.993553 8.566576 19.038505 23.675027 13.924290 13.128400 7.242411 15.428778 13.976359
0.110000 9.174225 18.860414 19.601160 18.679410 9.041570 10.018530 21.313514 6.352444 12.186793 6.185393 16.138077 20.011307 8.635238 19.077840 23.733732 13.914065 13.133255 7.222457 15.324600 13.917951
0.120000 9.190300 18.823904 19.604889 18.702550 8.968078 10.060498 21.349900 6.298355 12.339452 6.137307 16.105391 20.033750 8.725055 19.121310 23.800046 13.910658 13.140599 7.199737 15.218933 13.858286
0.130000 9.207133 18.784074 19.626365 18.729245 8.893043 10.113002 21.395929 6.233790 12.475451 6.088165 16.079691 20.062152 8.833012 19.166398 23.871214 13.918317 13.151801 7.175196 15.121076 13.801784
0.140000 9.225029 18.744840 19.662244 18.753486 8.821116 10.176174 21.449449 6.164002 12.593033 6.041934 16.055967 20.098661 8.954227 19.211614 23.942285 13.939944 13.168516 7.149013 15.038891 13.752625
0.150000 9.244378 18.709255 19.708985 18.772379 8.756642 10.248755 21.508883 6.094697 12.691866 6.001935 16.030153 20.144893 9.083120 19.256110 24.007645 13.976916 13.192391 7.121453 14.977561 13.713819
